"","Country","Region","Round","Subject","Year.PISA","Mean.PISA","StDev.PISA","Per5.PISA","Per10.PISA","Per25.PISA","Per75.PISA","Per90.PISA","Per95.PISA","Mean.M.PISA","Mean.F.PISA","Con.Num.PISA","Con.Alg.PISA","Con.Meas.PISA","Con.Geom.PISA","Con.Data.PISA","Con.Num.F.PISA","Con.Num.M.PISA","Con.Alg.F.PISA","Con.Alg.M.PISA","Con.Meas.F.PISA","Con.Meas.M.PISA","Con.Geom.F.PISA","Con.Geom.M.PISA","Con.Data.F.PISA","Con.Data.M.PISA","Con.SS.PISA","Con.SS.M.PISA","Con.SS.F.PISA","Con.CR.PISA","Con.CR.M.PISA","Con.CR.F.PISA","Con.Quant.PISA","Con.Quant.M.PISA","Con.Quant.F.PISA","Con.Un.PISA","Con.Un.M.PISA","Con.Un.F.PISA","Year.TIMSS","Mean.TIMSS","StDev.TIMSS","Per5.TIMSS","Per10.TIMSS","Per25.TIMSS","Per75.TIMSS","Per90.TIMSS","Per95.TIMSS","Mean.M.TIMSS","Mean.F.TIMSS","Con.Num.TIMSS","Con.Alg.TIMSS","Con.Meas.TIMSS","Con.Geom.TIMSS","Con.Data.TIMSS","Con.Num.F.TIMSS","Con.Num.M.TIMSS","Con.Alg.F.TIMSS","Con.Alg.M.TIMSS","Con.Meas.F.TIMSS","Con.Meas.M.TIMSS","Con.Geom.F.TIMSS","Con.Geom.M.TIMSS","Con.Data.F.TIMSS","Con.Data.M.TIMSS","Con.SS.TIMSS","Con.SS.M.TIMSS","Con.SS.F.TIMSS","Con.CR.TIMSS","Con.CR.M.TIMSS","Con.CR.F.TIMSS","Con.Quant.TIMSS","Con.Quant.M.TIMSS","Con.Quant.F.TIMSS","Con.Un.TIMSS","Con.Un.M.TIMSS","Con.Un.F.TIMSS"
"1","Australia","Western",1,"Math",NA,0.731361250838016,0.337704654417704,0.695916051062161,0.684449799998249,0.72583185507368,0.747791682188762,0.747005383557722,0.76291158351926,0.681810314944888,0.790352430136724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.691707701874534,0.628510209157262,0.733158411674043,0.721756399757955,0.670483308109754,0.774734153254393,0.579823204281493,0.547131400279923,0.607863180855898,0.876066774771447,0.822095359839905,0.928071739356947,NA,-0.029209392377916,0.680705390991231,-0.16316519923054,NA,-0.110459770729821,-2.12115213134987,NA,-2.12989187311037,0.0588813898853754,-0.120936314515513,-0.157931662975873,-0.0627844239281314,0.0891472383112179,-0.194815825665243,0.392351249960542,-0.278615851490577,-0.0211918353862915,-0.157087547930866,0.0173259041515755,0.028831809412273,0.150446492627101,-0.27636946354867,-0.114336486907865,0.345804195134127,0.457053388108249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Austria","Western",1,"Math",NA,0.392942163046646,0.0341499088736996,0.463768164430356,0.38114855923093,0.324450184065194,0.379161979701344,0.399773523310707,0.42215703008634,0.346035057242891,0.413769973847636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.582848784858213,0.610539938702444,0.568609142221016,0.306715341817785,0.259396056049819,0.339678257258406,0.503025428879971,0.488405310804439,0.532702354784071,0.147651703613165,0.112234722405215,0.185212802500116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Belgium","Western",1,"Math",NA,0.825366553002285,2.61436524599773,0.0627854511572387,0.320488311077467,0.649378203453016,1.08131379396309,1.09423724380474,1.08473532842813,0.793735400845553,0.846839798580087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.854996077399014,0.844153454615079,0.824574672481281,0.887772822934022,0.867805189098522,0.908597505868542,0.82941597433644,0.782035758181858,0.852135865589335,0.777632305696004,0.706982824039685,0.827685396538456,NA,0.617890992609755,-0.558331388116403,0.484696621243664,NA,0.766720761536403,0.563864763535306,NA,0.488889325249335,0.690723996732283,0.538111124220405,0.711871077891248,0.404851285329674,0.576635933886482,0.506521146729631,0.685799553255131,0.613899333792798,0.82648158006537,0.32708640117112,0.504616958414621,0.527843895393917,0.625903347189084,0.437049384216502,0.598067777671911,0.610675493534735,0.78047200180647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Canada","Western",1,"Math",NA,0.881769734300847,-0.876514327758313,1.16021182432577,1.08885145435467,0.993419635746004,0.765345477545306,0.728730022492089,0.706119157947107,0.942968848713107,0.940985412652359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.637278243366374,0.700391290976535,0.660025403028254,0.920976107569236,0.982909619675304,0.925330424945311,0.791017086635679,0.840761847657342,0.833345659071378,1.09262260673742,1.12906212197383,1.14892169355763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Czech Republic","Eastern",1,"Math",NA,0.580952767375185,0.489482027189706,0.569289931081177,0.5429092209735,0.515584313116854,0.607361319336413,0.673903939295192,0.687188349423056,0.625847771994555,0.545573833548817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.800566618890854,0.916034536434351,0.678308655189701,0.555739976581887,0.571822367615369,0.523740367102862,0.791017086635679,0.801611121340352,0.776975039517508,0.265773066503698,0.323274371372285,0.225367339627512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Denmark","Western",1,"Math",NA,0.543350646509477,-0.269404836670304,0.632602991071669,0.623789551844785,0.592037964737518,0.50203854719715,0.509425689704501,0.497880264182544,0.60719359101111,0.489086465105453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.528419326350054,0.538658856883172,0.532042637898121,0.456130122676246,0.555378877532972,0.373144095411943,0.560623760431112,0.586282126596912,0.513912148266115,0.580763367545117,0.668611978772945,0.486371830955588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Finland","Western",1,"Math",NA,1.10738245949509,-1.33184644607432,1.58229889092905,1.47303302599328,1.26100741641833,0.940883431110743,0.874932911017148,0.838634817615465,1.07354811559722,1.14810576361136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01828445292349,0.880093995524715,1.15367321138733,1.02058596147488,1.0322400899225,1.00899502032915,1.19420540749367,1.17354302135175,1.19035958291255,1.15168328818269,1.12906212197383,1.16899896212132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","France","Western",1,"Math",NA,0.486947465210915,-0.117627463898302,0.442663811100192,0.482248972820036,0.515584313116854,0.449377161127519,0.436324245441972,0.384295413038237,0.457960143143557,0.507915587919908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45584671500584,0.4667777750639,0.440626377090884,0.638748188169921,0.588265857697767,0.691069557870549,0.387828765777687,0.351377768694977,0.419961115676332,0.38389442939423,0.380830639272395,0.406062756700795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Germany","Western",1,"Math",NA,0.336538981748084,1.55192363659372,-0.148258082144402,-0.0434731778433151,0.190656293729031,0.50203854719715,0.509425689704501,0.497880264182544,0.327380876259447,0.357282605404273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.310701492317413,0.269104800060901,0.349210116283647,0.422926838041033,0.456717937038587,0.423342852642249,0.522224872730351,0.488405310804439,0.570282767819985,0.127964809798077,0.188976412938695,0.0647491911179269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Greece","Western",1,"Math",NA,-0.753922523357441,0.185927281645702,-0.90801480203031,-0.832056403838342,-0.765014351529269,-0.726727127760909,-0.696748140627233,-0.713691481356729,-0.661290715863098,-0.828952131906354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.832317136353947,-0.791141156773365,-0.857484526371885,-0.755789766509048,-0.677882878646833,-0.831626078115406,-0.783337309095527,-0.627390389229751,-0.914143547098591,-0.561076473730028,-0.444142533962515,-0.637955208611508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
